City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,colares,38.7992,-9.4469,19.55,86,14,12.52,PT,1693969341
296,brokopondo,4.75,-55.1667,25.87,78,14,4.51,SR,1693969341
297,fort st. john,56.2499,-120.8529,12.94,50,75,3.6,CA,1693969253
298,grand baie,-20.0182,57.5802,21.26,76,2,1.34,MU,1693969263
299,sao jose da coroa grande,-8.8978,-35.1478,23.55,83,2,3.82,BR,1693969342
300,smirnovo,54.5125,69.4222,8.01,84,100,4.08,KZ,1693969342
301,kharkhorin,47.1975,102.8238,22.82,39,100,4.64,MN,1693969342
302,kanniyakumari,8.0833,77.5667,25.98,82,100,6.48,IN,1693969342
303,passagem franca,-6.1797,-43.7836,24.03,37,0,1.72,BR,1693969343
304,kerikeri,-35.2268,173.9474,20.51,85,23,2.24,NZ,1693969343
305,axim,4.8699,-2.2405,23.8,92,63,2.68,GH,1693969343
306,dakhla,23.6848,-15.958,21.06,85,85,7.66,EH,1693969343
307,falam,22.9167,93.6833,20.12,90,100,1.31,MM,1693969344
308,apple valley,34.5008,-117.1859,24.39,55,0,4.75,US,1693969051
309,mildura,-34.2,142.15,22.82,35,5,7.03,AU,1693969344
310,richards bay,-28.783,32.0377,18.92,51,100,7.01,ZA,1693969344
311,sur,22.5667,59.5289,29.39,65,6,1.68,OM,1693969344
312,port shepstone,-30.7414,30.455,15.36,39,2,7.67,ZA,1693969345
313,barcelos,41.5388,-8.6151,20.47,85,99,1.43,PT,1693969345
314,king city,36.2127,-121.126,16.46,51,0,2.81,US,1693969345
315,san mariano,7.5,126.0,27.22,83,100,1.03,PH,1693969345
316,preobrazheniye,42.9019,133.9064,23.95,47,0,0.25,RU,1693969345
317,tromso,69.6496,18.957,8.01,81,100,3.6,NO,1693969346
318,iskateley,67.6803,53.1512,12.6,96,100,5.06,RU,1693969346
319,pahrump,36.2083,-115.9839,28.47,31,0,0.89,US,1693969346
320,hammamet,36.4,10.6167,22.92,66,0,8.03,TN,1693969347
321,balsas,-7.5325,-46.0356,25.57,30,17,1.59,BR,1693969233
322,strezhevoy,60.7333,77.5889,9.42,70,100,1.34,RU,1693969347
323,labytnangi,66.6572,66.4183,9.67,67,89,2.3,RU,1693969347
324,cadale,2.7603,46.3222,25.19,89,28,8.59,SO,1693969347
325,la passe,45.5549,-0.8967,22.13,63,3,3.98,FR,1693969348
326,al bawiti,28.3492,28.8659,26.47,30,0,1.82,EG,1693969348
327,pochinok,54.4068,32.4407,15.14,71,97,4.28,RU,1693969348
328,yuzhno-kurilsk,44.0306,145.8556,19.52,89,100,2.53,RU,1693969348
329,ometepec,16.6833,-98.4167,22.96,97,100,1.0,MX,1693969349
330,farasan,16.7022,42.1183,31.49,79,10,6.69,SA,1693969349
331,chinchilla,-26.75,150.6333,28.15,31,5,3.19,AU,1693969349
332,broome,42.2506,-75.833,23.68,85,3,0.72,US,1693969350
333,taro,-8.3862,115.28,23.0,75,78,2.08,ID,1693969350
334,pankovka,58.5,31.1999,15.12,82,100,5.12,RU,1693969350
335,christchurch,-43.5333,172.6333,17.73,48,100,7.2,NZ,1693969061
336,cheria,35.2731,7.7519,16.12,49,0,3.75,DZ,1693969351
337,coahuayana de hidalgo,18.7,-103.6583,26.34,89,97,2.35,MX,1693969351
338,latur,18.4,76.5833,24.68,79,98,5.69,IN,1693969351
339,alcudia,39.8532,3.1214,24.03,67,9,2.73,ES,1693969351
340,charters towers,-20.1,146.2667,30.33,19,0,6.9,AU,1693969352
341,mel'nikovo,56.5558,84.085,10.14,76,100,4.76,RU,1693969352
342,aasiaat,68.7098,-52.8699,3.13,98,100,3.24,GL,1693969352
343,vel'sk,61.0701,42.0983,13.81,85,94,4.89,RU,1693969352
344,tupa,-21.9347,-50.5136,23.0,64,33,5.59,BR,1693969352
345,east london,-33.0153,27.9116,13.45,55,0,6.64,ZA,1693969263
346,ostersund,63.1792,14.6357,9.25,81,75,8.75,SE,1693969353
347,andergrove,-21.0833,149.1833,28.14,60,0,4.45,AU,1693969353
348,suhbaatar,50.2314,106.2078,24.02,59,99,3.12,MN,1693969353
349,konarka,19.9,86.1167,27.22,81,98,2.93,IN,1693969353
350,coron,11.9986,120.2043,30.24,70,52,2.62,PH,1693969354
351,yanam,16.7333,82.2167,24.65,96,100,3.81,IN,1693969354
352,ust-tsilma,65.441,52.1498,13.72,82,98,4.6,RU,1693969354
353,brezina,33.0989,1.2608,28.38,22,21,3.15,DZ,1693969354
354,neiafu,-18.65,-173.9833,25.38,73,40,3.09,TO,1693969355
355,ilha de mocambique,-15.0342,40.7358,22.75,85,0,2.0,MZ,1693969355
356,laharpur,27.7167,80.9,26.91,67,100,1.75,IN,1693969355
357,boquira,-12.8231,-42.7306,23.06,62,0,3.19,BR,1693969356
358,tarawa,1.419,172.984,32.05,66,20,2.57,KI,1693969356
359,porto novo,6.4965,2.6036,23.45,94,100,2.02,BJ,1693969356
360,kodinsk,58.6881,99.1844,11.9,79,100,2.32,RU,1693969357
361,sovetskaya gavan',48.9723,140.2878,17.11,74,63,6.25,RU,1693969357
362,san rafael,-34.6177,-68.3301,13.68,51,97,4.53,AR,1693969357
363,chitipa,-9.7024,33.2697,15.2,77,0,2.24,MW,1693969357
364,arar,30.9753,41.0381,30.01,10,0,2.57,SA,1693969358
365,semnan,35.5729,53.3971,27.55,31,0,1.7,IR,1693969358
366,saynshand,44.8824,110.1163,29.09,22,82,6.07,MN,1693969358
367,camayenne,9.535,-13.6878,26.05,89,75,3.09,GN,1693969359
368,oranjemund,-28.55,16.4333,10.06,52,97,5.52,NA,1693969359
369,hailey,43.5196,-114.3153,13.78,71,0,3.6,US,1693969359
370,shimoda,34.6667,138.95,28.2,83,99,5.48,JP,1693969359
371,gao,16.6362,1.637,29.2,50,0,3.45,ML,1693969359
372,mogocha,53.7333,119.7667,11.61,93,100,1.87,RU,1693969360
373,san luis de la loma,17.2706,-100.8939,26.14,88,100,2.29,MX,1693969360
374,aldan,58.6031,125.3894,11.16,71,84,3.42,RU,1693969363
375,colonia,50.9333,6.95,19.41,75,0,2.06,DE,1693969338
376,santo antonio do ica,-3.1022,-67.9397,25.69,49,6,1.0,BR,1693969314
377,norfolk,42.1668,-71.2495,24.78,92,20,0.0,US,1693969364
378,fochville,-26.4886,27.4939,7.49,39,83,1.66,ZA,1693969364
379,freetown,8.484,-13.2299,24.84,84,100,3.61,SL,1693969215
380,sangre grande,10.5835,-61.1177,26.07,87,19,3.28,TT,1693969365
381,sittwe,20.15,92.9,26.43,93,100,6.31,MM,1693969365
382,esqueda,30.7167,-109.5833,25.73,26,0,3.12,MX,1693969365
383,nuuk,64.1835,-51.7216,5.34,100,100,10.29,GL,1693969365
384,as sulayyil,20.4607,45.5779,31.14,26,71,2.86,SA,1693969366
385,noshiro,40.2039,140.0242,26.46,82,100,0.18,JP,1693969366
386,lautoka,-17.6167,177.4667,28.92,54,40,6.17,FJ,1693969366
387,tidjikja,18.5564,-11.4271,29.86,54,64,3.41,MR,1693969366
388,puerto san jose,13.9256,-90.8244,26.78,80,73,1.93,GT,1693969367
389,fuglafjordur,62.244,-6.814,10.26,81,82,2.95,FO,1693969367
390,tual,-5.6667,132.75,25.05,82,68,7.22,ID,1693969367
391,irymple,-34.25,142.1667,22.83,35,7,0.89,AU,1693969367
392,kalmunai,7.4167,81.8167,28.56,65,100,4.59,LK,1693969368
393,decorah,43.3033,-91.7857,24.59,100,75,2.06,US,1693969368
394,ribeira brava,32.65,-17.0667,25.0,84,100,3.11,PT,1693969368
395,prado,-17.3411,-39.2208,22.31,89,9,2.6,BR,1693969242
396,luga,58.7372,29.8453,11.53,79,68,4.57,RU,1693969369
397,muynoq,43.7683,59.0214,19.99,50,52,2.54,UZ,1693969369
398,summerland,49.5998,-119.6691,22.77,44,40,5.14,CA,1693969369
399,winslow,35.0242,-110.6974,23.1,23,0,4.12,US,1693969295
400,millbrook,32.4799,-86.3619,25.04,83,0,0.0,US,1693969369
401,mersing,2.4312,103.8405,25.95,89,20,2.57,MY,1693969369
402,trinidad,-14.8333,-64.9,27.15,58,100,0.95,BO,1693969370
403,mesyagutovo,55.5303,58.2528,10.16,76,1,1.01,RU,1693969370
404,okhotsk,59.3833,143.3,9.91,85,100,9.65,RU,1693969370
405,zapolyarnyy,69.4154,30.8136,4.6,84,44,2.0,RU,1693969371
406,greymouth,-42.4667,171.2,13.03,88,96,3.73,NZ,1693969371
407,salinopolis,-0.6136,-47.3561,26.54,77,3,4.65,BR,1693969371
408,zhalantun,48.0,122.7167,22.83,59,23,0.51,CN,1693969372
409,kyzyl-mazhalyk,51.1333,90.6,12.5,75,90,0.49,RU,1693969372
410,constantia,44.1833,28.65,20.39,62,41,5.17,RO,1693969206
411,whakatane,-37.9585,176.9854,16.54,98,95,3.13,NZ,1693969373
412,port douglas,-16.4833,145.4667,24.61,67,5,4.8,AU,1693969373
413,port-gentil,-0.7193,8.7815,23.8,87,100,4.95,GA,1693969373
414,coro,11.4045,-69.6734,27.11,85,66,6.6,VE,1693969373
415,tindouf,27.6711,-8.1474,27.25,22,0,2.06,DZ,1693969373
416,susuman,62.7833,148.1667,11.8,39,92,0.88,RU,1693969374
417,berezovyy,51.6667,135.7,20.53,35,72,1.26,RU,1693969374
418,anloga,5.7947,0.8973,24.67,89,84,4.41,GH,1693969374
419,ta`u,-14.2336,-169.5144,27.32,66,50,6.45,AS,1693969374
420,bonthe,7.5264,-12.505,25.46,83,100,3.58,SL,1693969375
421,bardai,11.65,7.2333,22.23,82,97,2.87,NG,1693969375
422,cole harbour,44.6724,-63.4751,19.98,90,20,7.72,CA,1693969375
423,tynda,55.1667,124.7167,16.01,48,100,2.49,RU,1693969375
424,balabac,7.9868,117.0645,29.54,76,65,5.13,PH,1693969375
425,cafayate,-26.073,-65.9761,10.98,70,68,1.59,AR,1693969375
426,los llanos de aridane,28.6585,-17.9182,19.86,77,0,1.79,ES,1693969376
427,campo mourao,-24.0456,-52.3831,17.76,71,99,2.03,BR,1693969376
428,pathein,16.7833,94.7333,27.19,84,99,2.88,MM,1693969377
429,laojunmiao,39.8333,97.7333,18.39,44,92,7.77,CN,1693969377
430,terme,41.2092,36.9739,23.96,87,99,1.16,TR,1693969377
431,zhaotong,27.3167,103.7167,22.37,67,10,1.14,CN,1693969377
432,mili,6.0815,171.735,28.98,75,29,4.99,MH,1693969377
433,vite,17.2833,74.55,23.19,80,51,4.1,IN,1693969378
434,cabedelo,-6.9811,-34.8339,23.37,84,25,3.61,BR,1693969225
435,osprey,27.1962,-82.4904,29.01,69,100,2.57,US,1693969378
436,cozumel,20.5083,-86.9458,25.53,95,12,4.8,MX,1693969378
437,kayangel,8.0823,134.7173,28.15,79,98,3.29,PW,1693969379
438,kone,-21.0595,164.8658,26.15,62,100,2.7,NC,1693969379
439,keetmanshoop,-26.5833,18.1333,7.51,53,45,5.14,NA,1693969379
440,ust'-kulom,61.6864,53.6902,11.51,97,65,1.85,RU,1693969379
441,santa ana,33.7456,-117.8678,22.89,79,100,3.6,US,1693969340
442,ambovombe,-25.1667,46.0833,19.06,70,0,3.02,MG,1693969380
443,samarkand,39.6542,66.9597,17.68,39,4,5.14,UZ,1693969215
444,douz,33.4663,9.0203,22.89,57,2,4.97,TN,1693969385
445,jiazi,22.8779,116.067,26.46,89,100,2.22,CN,1693969385
446,waat,51.1454,6.4958,18.21,87,29,2.57,DE,1693969386
447,monteria,8.748,-75.8814,27.95,89,20,1.03,CO,1693969331
448,guerrero negro,27.9769,-114.0611,20.9,75,0,7.19,MX,1693969386
449,san agustin de valle fertil,-30.6335,-67.4682,11.77,79,100,3.6,AR,1693969387
450,manay,7.215,126.5397,28.49,78,100,2.07,PH,1693969387
451,pemangkat,1.1667,108.9667,26.93,78,100,1.63,ID,1693969387
452,saudarkrokur,65.7461,-19.6394,11.76,81,97,10.34,IS,1693969387
453,hilo,19.7297,-155.09,27.93,80,75,3.09,US,1693969388
454,ambalangoda,6.2355,80.0538,28.03,80,96,5.5,LK,1693969388
455,isangel,-19.55,169.2667,25.06,69,75,2.57,VU,1693969388
456,bay roberts,47.5999,-53.2648,15.74,97,97,0.49,CA,1693969389
457,carora,10.1755,-70.0827,27.07,62,4,4.1,VE,1693969389
458,quincy-voisins,48.9011,2.8756,22.29,82,30,1.29,FR,1693969389
459,labasa,-16.4167,179.3833,27.34,61,69,4.65,FJ,1693969390
460,nova olimpia,-14.7972,-57.2881,26.08,67,78,1.36,BR,1693969161
461,san justo,-30.7891,-60.5919,7.77,81,85,0.89,AR,1693969396
462,gwarzo,11.9152,7.9346,22.07,83,39,3.24,NG,1693969396
463,silver springs,29.1044,-82.0206,26.67,84,82,2.5,US,1693969396
464,rikaze,29.25,88.8833,14.37,39,7,1.89,CN,1693969397
465,el nido,11.1858,119.3956,29.66,71,96,0.87,PH,1693969397
466,genhe,50.7833,121.5167,19.43,49,77,3.46,CN,1693969397
467,tsetserleg,47.475,101.4542,19.76,46,100,0.9,MN,1693969398
468,thunder bay,48.4001,-89.3168,19.99,94,100,5.14,CA,1693969398
469,acala,16.5667,-92.8,22.12,95,72,1.87,MX,1693969398
470,santa luzia,-19.7697,-43.8514,22.5,83,75,4.63,BR,1693969292
471,zhangye,38.9342,100.4517,26.68,26,32,12.34,CN,1693969399
472,darab,28.7519,54.5444,28.52,13,0,3.03,IR,1693969399
473,fort mcmurray,56.7268,-111.381,13.73,50,20,3.09,CA,1693969258
474,labuan,5.2767,115.2417,30.2,74,20,1.54,MY,1693969399
475,masterton,-40.9597,175.6575,15.49,62,32,3.59,NZ,1693969399
476,viqueque,-8.8673,126.3658,28.49,51,7,3.4,TL,1693969400
477,chernyshevskiy,63.0128,112.4714,4.08,46,13,2.85,RU,1693969400
478,outokumpu,62.7269,29.0159,8.94,91,49,5.09,FI,1693969404
479,trujillo,-8.116,-79.03,19.98,83,22,3.6,PE,1693969227
480,makurazaki,31.2667,130.3167,27.29,75,89,3.26,JP,1693969404
481,visby,57.6409,18.296,16.13,94,100,4.63,SE,1693969136
482,nemuro,43.3236,145.575,17.36,98,100,4.85,JP,1693969405
483,diplo,24.4667,69.584,28.38,65,1,5.47,PK,1693969405
484,dongobesh,-4.0667,35.3833,12.97,78,42,1.78,TZ,1693969405
485,trabzon,40.9167,39.8333,22.05,78,75,1.54,TR,1693969406
486,iskushuban,10.2837,50.23,29.0,44,100,4.11,SO,1693969406
487,taoudenni,22.6783,-3.9836,32.14,43,92,2.81,ML,1693969406
488,azadshahr,34.7909,48.5707,15.27,21,0,2.06,IR,1693969406
489,center,31.5107,-96.4247,32.03,53,0,3.09,US,1693969407
490,abalak,58.1286,68.5944,7.41,81,100,3.49,RU,1693969407
491,brumado,-14.2036,-41.6653,23.73,68,87,5.7,BR,1693969225
492,show low,34.2542,-110.0298,19.45,36,0,2.57,US,1693969407
493,valle de la pascua,9.2155,-66.0073,26.18,72,85,1.71,VE,1693969407
494,mahanje,-9.9333,35.3333,14.78,71,0,1.26,TZ,1693969407
495,barrouallie,13.2333,-61.2667,27.79,84,20,4.63,VC,1693969408
496,blackwater,-23.5833,148.8833,28.72,43,1,4.95,AU,1693969252
497,albu kamal,34.45,40.9186,29.68,35,0,4.61,SY,1693969408
498,houlton,46.1262,-67.8403,20.9,98,0,0.0,US,1693969408
499,terrace,54.5163,-128.6035,13.95,76,75,6.17,CA,1693969408
500,awjilah,29.1081,21.2869,24.07,51,0,3.36,LY,1693969409
501,port augusta,-32.5,137.7667,23.94,22,0,9.45,AU,1693969409
502,selfoss,63.9331,-20.9971,11.58,92,100,5.86,IS,1693969409
503,lluta,-16.0147,-72.0142,12.79,32,100,0.46,PE,1693969409
504,taghazout,30.5426,-9.7112,18.43,79,98,1.58,MA,1693969410
505,inhambane,-23.865,35.3833,18.5,80,0,2.91,MZ,1693969413
506,barrancas,10.9576,-72.7877,25.11,88,98,1.38,CO,1693969413
507,aral,40.5156,81.2636,24.35,17,0,4.21,CN,1693969414
508,tralee,52.2704,-9.7026,15.44,97,92,2.79,IE,1693969414
509,shenjiamen,29.9576,122.298,26.87,82,100,5.12,CN,1693969414
510,ma'rib,15.4591,45.3253,27.01,33,51,2.92,YE,1693969415
511,yinchuan,38.4681,106.2731,26.33,38,82,6.99,CN,1693969415
512,fortuna,40.5982,-124.1573,15.52,83,0,4.63,US,1693969415
513,gannan,47.9147,123.5031,22.91,54,13,0.75,CN,1693969415
514,khovd,48.0056,91.6419,16.03,27,0,0.48,MN,1693969415
515,vadso,70.0744,29.7487,5.49,81,0,4.12,NO,1693969399
516,lagunillas,10.1301,-71.2595,27.85,75,3,0.81,VE,1693969416
517,kavieng,-2.5744,150.7967,29.05,71,63,2.9,PG,1693969417
518,penalva,-3.2942,-45.1736,23.64,88,4,2.54,BR,1693969417
519,puerto madero,14.7208,-92.4215,24.11,100,75,0.0,MX,1693969417
520,progreso,21.2833,-89.6667,29.06,83,8,5.71,MX,1693969417
521,souillac,-20.5167,57.5167,21.21,78,40,1.03,MU,1693969417
522,beni mellal,32.3373,-6.3498,22.56,51,100,1.37,MA,1693969418
523,morinville,53.8001,-113.652,10.49,95,100,2.06,CA,1693969237
524,altay,47.8667,88.1167,16.45,38,10,2.42,CN,1693969418
525,caleta de carquin,-11.0925,-77.6267,19.36,81,71,3.98,PE,1693969418
526,bodaybo,57.8506,114.1933,17.59,53,14,2.01,RU,1693969418
527,deqen,29.9618,90.7188,13.71,55,2,2.66,CN,1693969419
528,sen monorom,12.45,107.2,24.78,81,98,1.23,KH,1693969419
529,ebon,4.582,168.6964,28.67,76,82,5.71,MH,1693969419
530,garhi khairo,28.0606,67.9803,31.34,50,0,3.79,PK,1693969419
531,hinton,53.4001,-117.5857,8.56,94,99,0.63,CA,1693969270
532,summerside,46.3959,-63.7876,18.71,94,44,6.17,CA,1693969203
533,tuzantla,19.2029,-100.5668,24.88,98,100,1.23,MX,1693969420
534,sabang,5.8933,95.3214,27.98,74,96,2.5,ID,1693969426
535,brikama,13.2714,-16.6494,25.02,94,75,3.09,GM,1693969426
536,berdigestyakh,62.0989,126.6992,4.08,93,100,3.65,RU,1693969426
537,sungai raya,0.7,108.9,26.63,82,96,2.71,ID,1693969426
538,yung shue wan,22.2333,114.1167,31.49,70,91,0.45,HK,1693969426
539,kurchatov,51.6601,35.6521,10.23,69,55,1.6,RU,1693969427
540,zelenoborskiy,66.845,32.3622,6.48,84,100,2.94,RU,1693969427
541,fenghuang,27.9356,109.5996,25.88,67,92,2.67,CN,1693969427
542,planaltina,-15.4528,-47.6142,23.97,52,72,1.28,BR,1693969427
543,yuanlin,30.4151,112.8859,28.66,73,43,4.5,CN,1693969427
544,usevia,-7.1,31.2333,21.85,60,13,1.23,TZ,1693969428
545,nagqu,31.5,92.0,11.17,45,40,4.49,CN,1693969428
546,diego de almagro,-26.3667,-70.05,15.01,35,72,0.52,CL,1693969428
547,broken hill,-31.95,141.4333,21.35,19,0,7.51,AU,1693969352
548,las heras,-46.5419,-68.9359,3.58,83,82,10.64,AR,1693969428
549,surgut,61.25,73.4167,7.73,87,0,3.0,RU,1693969428
550,cherryville,53.1569,-6.9667,15.46,93,53,2.22,IE,1693969429
551,kenai,60.5544,-151.2583,11.16,91,100,8.23,US,1693969429
552,an nuhud,12.7,28.4333,24.97,71,100,2.28,SD,1693969430
553,sillamae,59.3997,27.7547,13.6,66,2,8.09,EE,1693969430
554,chongjin,41.7956,129.7758,23.98,62,0,2.23,KP,1693969430
555,arkhangel'sk,64.5401,40.5433,9.96,95,100,2.36,RU,1693969431
556,chibougamau,49.9168,-74.3659,20.79,78,0,3.09,CA,1693969431
557,pedernales,18.0384,-71.744,27.84,77,100,2.21,DO,1693969431
558,stavrovo,56.1331,40.013,12.03,80,100,3.73,RU,1693969431
559,qarqaraly,49.4058,75.4742,8.2,71,56,4.92,KZ,1693969431
560,hirara,24.8,125.2833,29.92,65,75,2.57,JP,1693969432
561,juneau,58.3019,-134.4197,13.39,100,44,0.62,US,1693969286
562,"laikit, laikit ii (dimembe)",1.4792,124.9735,31.47,52,40,4.12,ID,1693969432
563,salacgriva,57.7536,24.3581,14.43,72,83,4.15,LV,1693969432
564,hengchun,22.0042,120.7439,28.03,82,100,2.3,TW,1693969433
565,zhigalovo,54.8097,105.1578,14.78,87,100,0.64,RU,1693969433
566,dokkum,53.3222,5.997,18.88,93,15,2.06,NL,1693969433
567,taltal,-25.4,-70.4833,17.41,66,56,1.37,CL,1693969434
568,sao vicente,-23.9631,-46.3919,21.1,26,100,0.89,BR,1693969332
569,praia da vitoria,38.7333,-27.0667,21.14,88,40,10.42,PT,1693969434
570,reguengos de monsaraz,38.4253,-7.5349,18.32,82,12,0.86,PT,1693969434
571,zapata,26.9073,-99.2714,34.06,38,0,4.63,US,1693969168
572,menongue,-14.6585,17.691,15.02,29,0,1.85,AO,1693969435
573,fish town,5.1964,-7.8756,21.06,99,74,1.17,LR,1693969435
574,buturlino,55.5667,44.8974,14.56,75,58,2.44,RU,1693969435
575,kalawit,8.0667,122.5167,29.75,71,100,1.77,PH,1693969436
576,santa cruz,-17.8,-63.1667,22.7,49,75,5.66,BO,1693969157
577,inarajan village,13.2736,144.7484,28.08,92,100,0.83,GU,1693969436
578,itaituba,-4.2761,-55.9836,26.86,56,25,0.14,BR,1693969220
579,tadmur,34.5608,38.2805,24.93,55,0,3.92,SY,1693969436
580,manjeshvar,12.7,74.8833,26.66,87,100,2.12,IN,1693969437
581,kapa'a,22.0752,-159.319,28.99,77,20,4.12,US,1693969437
582,basco,20.4487,121.9702,27.84,85,100,5.97,PH,1693969437
583,jayapura,-2.5333,140.7,34.66,70,32,2.6,ID,1693969437
584,balqash,46.8481,74.995,13.33,82,0,3.0,KZ,1693969437
585,newbiggin-by-the-sea,55.1853,-1.5147,16.66,97,100,0.51,GB,1693969438
586,tarko-sale,64.9225,77.785,9.44,57,55,3.58,RU,1693969438
587,christiansburg,37.1298,-80.4089,24.21,87,0,0.0,US,1693969438
588,ferkessedougou,9.6,-5.2,22.29,97,100,1.95,CI,1693969344
589,koulamoutou,-1.1303,12.4736,22.01,92,99,0.42,GA,1693969439
590,kruisfontein,-34.0033,24.7314,6.54,77,2,3.59,ZA,1693969439
591,quezon,7.7303,125.0989,29.93,65,100,0.91,PH,1693969439
592,santiago,-33.4569,-70.6483,15.1,82,100,0.51,CL,1693969046
593,bad neustadt an der saale,50.3333,10.2167,16.16,74,26,0.98,DE,1693969440
594,copiapo,-27.3667,-70.3333,11.83,54,96,0.24,CL,1693969238
